timestamp,phase,url,error_type,message
2026-07-02 13:51:16,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22+%22%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96%22&first=1,CAPTCHA,"query=""SES営業"" ""粗利"" ""インセンティブ"""
2026-07-02 13:51:50,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22+%22%25%22&first=1,CAPTCHA,"query=""SES営業"" ""粗利"" ""%"""
2026-07-02 13:52:23,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22+%22%E9%82%84%E5%85%83%22&first=1,CAPTCHA,"query=""SES営業"" ""粗利"" ""還元"""
2026-07-02 13:52:56,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E6%AD%A9%E5%90%88%22+%22%E7%B2%97%E5%88%A9%22&first=1,CAPTCHA,"query=""SES営業"" ""歩合"" ""粗利"""
2026-07-02 13:53:29,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E3%82%B9%E3%83%88%E3%83%83%E3%82%AF%E5%9E%8B%22+%22%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96%22&first=1,CAPTCHA,"query=""SES営業"" ""ストック型"" ""インセンティブ"""
2026-07-02 13:54:02,phase6_bing,https://www.bing.com/search?q=%22BP%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22+%22%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96%22&first=1,CAPTCHA,"query=""BP営業"" ""粗利"" ""インセンティブ"""
2026-07-02 13:54:35,phase6_bing,https://www.bing.com/search?q=%22BP%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22+%22%25%22&first=1,CAPTCHA,"query=""BP営業"" ""粗利"" ""%"""
2026-07-02 13:55:08,phase6_bing,https://www.bing.com/search?q=%22IT%E4%BA%BA%E6%9D%90%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22+%22%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96%22&first=1,CAPTCHA,"query=""IT人材営業"" ""粗利"" ""インセンティブ"""
2026-07-02 13:55:41,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96%22+%22%E4%B8%8A%E9%99%90%E3%81%AA%E3%81%97%22&first=1,CAPTCHA,"query=""SES営業"" ""インセンティブ"" ""上限なし"""
2026-07-02 13:56:14,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E5%A0%B1%E9%85%AC%E8%A8%AD%E8%A8%88%22+%22%E7%B2%97%E5%88%A9%22&first=1,CAPTCHA,"query=""SES営業"" ""報酬設計"" ""粗利"""
2026-07-02 13:56:47,phase6_bing,https://www.bing.com/search?q=%22SES%22+%22%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A930%25%22&first=1,CAPTCHA,"query=""SES"" ""営業"" ""粗利30%"""
2026-07-02 13:57:20,phase6_bing,https://www.bing.com/search?q=%22SES%22+%22%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A940%25%22&first=1,CAPTCHA,"query=""SES"" ""営業"" ""粗利40%"""
2026-07-02 13:57:53,phase6_bing,https://www.bing.com/search?q=%22SES%22+%22%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A950%25%22&first=1,CAPTCHA,"query=""SES"" ""営業"" ""粗利50%"""
2026-07-02 13:58:26,phase6_bing,https://www.bing.com/search?q=%22SES%22+%22%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A960%25%22&first=1,CAPTCHA,"query=""SES"" ""営業"" ""粗利60%"""
2026-07-02 13:58:59,phase6_bing,https://www.bing.com/search?q=%22SES%22+%22%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A920%25%22&first=1,CAPTCHA,"query=""SES"" ""営業"" ""粗利20%"""
